YEAR,STATE GEO,COUNTY GEO,COUNTY NAME,CITY/TOWN GEOID,CITY/TOWN NAME,NO. OF RENTER HOUSEHOLDS,NO. OF ELI HOUSEHOLDS,NO. OF ELI RENT BURDENED (30%),NO. OF ELI SEVERELY RENT BURDENED (50%),UNITS: AFFORDABLE,NO. UNITS: AFFORDABLE AND OCCUPIED BY ELI,NO. UNITS: AFFORDABLE AND VACANT,NO. UNITS: AFFORDABLE AND OCCUPIED BY VLI,NO. UNITS: AFFORDABLE AND OCCUPIED BY LI,NO. UNITS: AFFORDABLE AND OCCUPIED BY HI,NO. UNITS: AFFORDABLE AND AVAILABLE,AA UNITS PER 100 ELI HOUSEHOLDS,NO. OF TOTAL AA SUBSIDIZED UNITS,MARKET AA UNITS PER 100 ELI HOUSEHOLDS
2016,25,13,Hampden County,65825,Southwick ,674.7,230.5,187.3,136.0,157.9,96.2,0.0,30.6,15.3,15.7,96.2,41.8,25.4,30.7
2016,25,27,Worcester County,66105,Spencer ,1644.3,376.8,316.2,193.3,317.6,175.5,39.4,53.3,31.4,57.5,214.9,57.0,69.1,38.7
2016,25,13,Hampden County,67000,Springfield ,29674.0,14709.0,11439.0,8647.0,9231.0,6877.0,187.0,1019.0,501.0,834.0,7064.0,48.0,7298.1,0.0
2016,25,27,Worcester County,67385,Sterling ,350.6,73.5,59.3,50.9,84.6,28.2,0.0,17.1,13.5,25.7,28.2,38.3,7.1,28.6
2016,25,3,Berkshire County,67595,Stockbridge ,308.3,100.7,80.7,55.7,78.0,44.3,0.9,14.0,7.8,11.9,45.2,44.9,7.2,37.8
2016,25,17,Middlesex County,67665,Stoneham ,3314.3,791.4,626.8,478.6,592.9,376.4,11.9,80.5,75.9,60.1,388.3,49.1,152.7,29.8
2016,25,21,Norfolk County,67945,Stoughton ,2952.3,1191.6,853.6,648.3,864.4,637.1,18.1,88.8,68.4,70.0,655.2,55.0,177.6,40.1
2016,25,17,Middlesex County,68050,Stow ,250.4,56.2,38.3,29.4,54.0,29.6,0.0,11.5,1.9,11.1,29.6,52.7,29.7,0.0
2016,25,27,Worcester County,68155,Sturbridge ,665.7,135.4,117.2,88.8,105.6,45.9,0.0,18.4,17.1,24.1,45.9,33.9,113.3,0.0
2016,25,17,Middlesex County,68260,Sudbury ,531.2,119.1,81.4,62.4,114.6,62.8,0.0,24.4,3.9,23.5,62.8,52.7,92.3,0.0
2016,25,11,Franklin County,68400/79110,Sunderland/Whately,971.2,240.2,190.3,144.9,178.1,99.8,0.0,36.6,14.2,27.5,99.8,41.6,14.2,35.6
2016,25,27,Worcester County,68610,Sutton ,308.5,62.8,54.3,41.1,48.9,21.3,0.0,8.5,7.9,11.2,21.3,33.9,2.7,29.6
2016,25,9,Essex County,68645,Swampscott ,1247.6,491.7,379.0,279.9,304.5,223.7,8.4,36.7,9.7,34.5,232.1,47.2,28.8,41.4
2016,25,5,Bristol County,68750,Swansea ,794.0,144.1,122.0,97.5,102.4,41.8,0.0,25.0,10.8,24.8,41.8,29.0,10.6,21.6
2016,25,5,Bristol County,69170,Taunton ,8795.3,2181.7,1827.8,1241.5,1673.3,1011.7,0.0,255.8,211.5,194.4,1011.7,46.4,987.4,1.1
2016,25,27,Worcester County,69275,Templeton ,460.6,96.5,77.9,66.8,111.1,37.0,6.2,22.5,17.8,33.8,43.2,44.8,37.3,6.1
2016,25,17,Middlesex County,69415,Tewksbury ,1554.4,279.7,236.1,168.8,245.5,120.2,0.0,27.4,25.6,72.4,120.2,43.0,42.8,27.7
2016,25,7,Dukes County,69940,Tisbury ,448.0,104.7,77.1,52.4,100.9,54.2,0.0,11.2,15.4,20.0,54.2,51.8,28.7,24.3
2016,25,17,Middlesex County,70360,Townsend ,686.7,162.4,125.1,103.0,198.0,68.6,0.0,39.3,36.7,53.4,68.6,42.3,68.1,0.3
2016,25,1,Barnstable County,70605,Truro ,142.2,33.2,24.5,16.6,32.0,17.2,1.5,3.6,4.9,6.4,18.7,56.3,1.8,50.9
2016,25,17,Middlesex County,71025,Tyngsborough ,604.7,132.1,111.0,81.3,109.0,56.5,3.0,9.3,6.5,36.7,59.5,45.1,18.2,31.3
2016,25,27,Worcester County,71480,Upton ,490.0,103.9,87.9,65.8,73.4,40.9,0.0,12.0,4.4,16.1,40.9,39.4,56.8,0.0
2016,25,27,Worcester County,71620,Uxbridge ,997.6,203.0,175.6,133.0,158.2,68.8,0.0,27.6,25.7,36.1,68.8,33.9,36.9,15.7
2016,25,17,Middlesex County,72215,Wakefield ,2694.4,643.4,509.6,389.1,482.0,306.0,5.3,65.5,61.7,48.9,311.3,48.4,219.7,14.2
2016,25,21,Norfolk County,72495,Walpole ,1560.9,362.2,269.6,192.2,327.2,195.9,0.0,63.4,25.6,42.3,195.9,54.1,55.1,38.9
2016,25,17,Middlesex County,72600,Waltham ,11874.0,2081.1,1695.5,1300.7,1576.6,893.1,70.9,147.7,183.9,351.8,964.1,46.3,618.1,16.6
2016,25,15,Hampshire County,72880,Ware ,1222.2,352.0,289.7,194.8,264.2,157.4,14.8,28.3,22.1,56.5,172.2,48.9,115.4,16.1
2016,25,23,Plymouth County,72985,Wareham ,2177.8,684.9,514.9,409.8,531.7,292.2,15.1,99.7,63.5,76.3,307.3,44.9,356.5,0.0
2016,25,27,Worcester County,73090,Warren ,590.1,135.2,113.5,69.4,114.0,63.0,9.1,19.1,11.3,20.6,72.1,53.3,6.7,48.3
2016,25,17,Middlesex County,73440,Watertown,7270.8,1055.1,837.8,607.7,850.9,477.5,31.1,148.2,45.9,179.4,508.6,48.2,247.4,24.8
2016,25,17,Middlesex County,73790,Wayland ,623.1,150.4,93.6,68.6,194.3,96.5,0.0,21.0,17.5,59.2,96.5,64.1,83.7,8.5
2016,25,27,Worcester County,73895,Webster ,3027.3,615.9,533.0,403.6,480.2,208.9,0.0,83.6,78.0,109.7,208.9,33.9,259.6,0.0
2016,25,21,Norfolk County,74175,Wellesley ,1545.4,373.0,232.2,170.1,481.8,239.2,0.0,52.1,43.5,146.9,239.2,64.1,92.3,39.4
2016,25,1,Barnstable County,74385,Wellfleet ,254.0,59.4,43.7,29.7,57.2,30.7,1.1,6.4,8.7,11.4,31.9,53.7,11.2,34.8
2016,25,9,Essex County,74595,Wenham ,167.9,43.8,25.8,22.7,32.6,21.6,0.0,3.8,3.2,4.0,21.6,49.3,0.4,48.3
2016,25,27,Worcester County,75155,West Boylston ,328.7,75.3,63.2,38.6,63.5,35.1,5.0,10.6,6.3,11.5,40.1,53.3,14.6,33.9
2016,25,23,Plymouth County,75260,West Bridgewater ,325.1,58.7,36.5,25.3,50.9,33.2,4.2,7.2,7.8,2.6,37.4,63.8,8.5,49.3
2016,25,27,Worcester County,75400,West Brookfield ,455.8,104.5,87.7,53.6,88.1,48.7,0.0,14.8,8.7,15.9,48.7,46.6,2.7,44.0
2016,25,9,Essex County,77150,West Newbury ,77.9,15.8,9.3,8.4,14.6,8.1,0.0,2.4,1.5,2.6,8.1,51.5,0.0,51.5
2016,25,13,Hampden County,77890,West Springfield  ,4629.3,1581.4,1285.0,933.3,1083.3,660.4,38.0,210.2,105.3,107.4,698.4,44.2,139.1,35.4
2016,25,3,Berkshire County,77990,West Stockbridge ,53.1,17.4,13.9,9.6,13.4,7.6,0.9,2.4,1.3,2.1,8.5,49.3,0.4,46.7
2016,25,27,Worcester County,75015,Westborough ,2687.6,396.9,341.4,288.5,287.5,121.4,33.3,66.1,26.5,73.4,154.7,39.0,50.0,26.4
2016,25,13,Hampden County,76030,Westfield ,4792.5,1637.1,1330.3,966.2,1121.5,683.7,49.2,217.6,109.0,111.2,732.9,44.8,455.1,17.0
2016,25,17,Middlesex County,76135,Westford ,900.5,196.7,165.2,121.1,162.3,84.1,0.0,13.9,9.6,54.6,84.1,42.8,41.0,21.9
2016,25,15,Hampshire County,76380,Westhampton ,61.7,17.8,14.6,9.8,13.3,7.9,0.0,1.4,1.1,2.9,7.9,44.7,4.0,22.1
2016,25,27,Worcester County,77010,Westminster ,385.9,119.6,102.2,73.8,70.8,46.4,0.0,11.5,5.7,7.1,46.4,38.8,23.4,19.3
2016,25,17,Middlesex County,77255,Weston ,581.8,140.4,87.4,64.0,181.4,90.1,0.0,19.6,16.4,55.3,90.1,64.1,21.4,48.9
2016,25,5,Bristol County,77570,Westport ,1000.6,238.2,179.0,144.9,205.3,105.9,0.0,40.2,17.5,41.7,105.9,44.5,13.8,38.7
2016,25,21,Norfolk County,78690,Westwood ,776.8,187.5,116.7,85.5,242.2,120.2,0.0,26.2,21.9,73.9,120.2,64.1,120.4,0.0
2016,25,21,Norfolk County,78972,Weymouth  ,8088.7,2220.9,1807.5,1357.1,1430.2,917.9,29.5,213.9,135.6,162.9,947.4,42.7,506.2,19.9
2016,25,23,Plymouth County,79530,Whitman ,1493.0,269.4,167.8,116.1,233.6,152.5,5.8,33.1,36.0,11.9,158.3,58.8,59.2,36.8
2016,25,13,Hampden County,79740,Wilbraham ,605.0,191.9,142.3,97.9,129.7,87.8,0.0,14.6,8.3,19.0,87.8,45.8,114.1,0.0
2016,25,3,Berkshire County,79985,Williams ,628.1,205.2,164.4,113.5,158.9,90.2,5.7,28.4,16.0,24.3,95.9,46.7,71.2,12.1
2016,25,17,Middlesex County,80230,Wilmington ,1175.4,238.4,193.2,138.2,190.0,105.1,0.0,15.6,21.5,47.9,105.1,44.1,23.6,34.2
2016,25,27,Worcester County,80405,Winchendon ,734.0,153.8,124.2,106.5,177.0,59.0,31.4,35.8,28.4,53.9,90.3,58.7,98.7,0.0
2016,25,17,Middlesex County,80510,Winchester ,1135.6,164.8,130.8,94.9,132.9,74.6,7.0,23.1,7.2,28.0,81.6,49.5,36.6,27.3
2016,25,25,Suffolk County,81005,Winthrop  ,3243.7,1035.4,812.0,636.8,650.1,472.1,12.7,73.4,32.3,72.3,484.8,46.8,122.4,35.0
2016,25,17,Middlesex County,81035,Woburn ,5845.6,1395.8,1105.6,844.1,1045.7,663.9,20.5,142.0,133.8,106.0,684.4,49.0,226.0,32.8
2016,25,27,Worcester County,82000,Worcester ,40396.0,13885.0,11001.0,8456.0,8214.0,5752.0,98.0,1142.0,370.0,950.0,5850.0,42.1,6179.0,0.0
2016,25,21,Norfolk County,82315,Wrentham ,625.4,145.1,108.0,77.0,131.1,78.5,0.0,25.4,10.2,17.0,78.5,54.1,46.3,22.2
2016,25,1,Barnstable County,82525,Yarmouth ,2291.8,535.7,394.6,268.3,516.0,277.4,13.8,57.4,78.6,102.6,291.2,54.4,267.3,4.5
