year,date,country,province,confirm,dead,heal,confirm_add,confirm_cuts,dead_cuts,now_confirm_cuts,heal_cuts,newConfirm,newHeal,newDead,description,wzz,wzz_add,_mtime,dateId
2021,01.03,中国,陕西,516,3,490,6,,,,,6,0,0,陕西累计报告境外输入确诊病例271例。,0,0,2021-01-04T02:08:51Z,2021-01
2021,01.04,中国,陕西,516,3,491,0,,,,,0,1,0,陕西累计报告境外输入确诊病例271例。,0,0,2021-01-05T01:45:44Z,2021-01
2021,01.05,中国,陕西,519,3,491,3,,,,,3,0,0,陕西累计报告境外输入确诊病例274例。,0,0,2021-01-06T02:04:55Z,2021-01
2021,01.06,中国,陕西,521,3,493,2,,,,,2,2,0,陕西累计报告境外输入确诊病例276例。,0,0,2021-01-07T01:54:34Z,2021-01
2021,01.07,中国,陕西,521,3,494,0,,,,,0,1,0,陕西累计报告境外输入确诊病例276例。,0,0,2021-01-08T02:57:31Z,2021-01
2021,01.08,中国,陕西,521,3,497,0,,,,,0,3,0,陕西累计报告境外输入确诊病例276例。,0,0,2021-01-09T04:29:09Z,2021-01
2021,01.09,中国,陕西,522,3,498,1,,,,,1,1,0,陕西累计报告境外输入确诊病例277例。,0,0,2021-01-10T06:20:45Z,2021-01
2021,01.10,中国,陕西,523,3,499,1,,,,,1,1,0,陕西累计报告境外输入确诊病例278例。,0,0,2021-01-11T07:07:07Z,2021-01
2021,01.11,中国,陕西,524,3,500,1,,,,,1,1,0,陕西累计报告境外输入确诊病例279例。,0,0,2021-01-12T14:14:49Z,2021-01
2021,01.12,中国,陕西,524,3,500,0,,,,,0,0,0,陕西累计报告境外输入确诊病例279例。,0,0,2021-01-13T02:32:26Z,2021-01
2021,01.13,中国,陕西,524,3,500,0,,,,,0,0,0,陕西累计报告境外输入确诊病例279例。,0,0,2021-01-13T02:32:26Z,2021-01
2021,01.14,中国,陕西,526,3,501,2,,,,,2,1,0,陕西累计报告境外输入确诊病例279例。,0,0,2021-01-15T05:19:12Z,2021-01
2021,01.15,中国,陕西,527,3,502,1,,,,,1,1,0,,0,0,2021-01-16T03:21:06Z,2021-01
2021,01.16,中国,陕西,527,3,502,0,,,,,0,0,0,,0,0,2021-01-17T02:57:33Z,2021-01
2021,01.17,中国,陕西,530,3,502,3,,,,,3,0,0,,0,0,2021-01-18T02:09:51Z,2021-01
2021,01.18,中国,陕西,531,3,502,1,,,,,1,0,0,,0,0,2021-01-19T02:42:51Z,2021-01
2021,01.19,中国,陕西,533,3,503,2,,,,,2,1,0,,0,0,2021-01-20T01:27:52Z,2021-01
2021,01.20,中国,陕西,533,3,504,0,,,,,0,1,0,,0,0,2021-01-21T01:49:37Z,2021-01
2021,01.21,中国,陕西,533,3,504,0,,,,,0,0,0,,0,0,2021-01-23T01:41:44Z,2021-01
2021,01.22,中国,陕西,533,3,505,0,,,,,0,1,0,,0,0,2021-01-23T01:41:29Z,2021-01
2021,01.23,中国,陕西,534,3,507,1,,,,,1,2,0,,0,0,2021-01-24T05:22:55Z,2021-01
2021,01.24,中国,陕西,534,3,508,0,,,,,0,1,0,,0,0,2021-01-25T01:56:06Z,2021-01
2021,01.25,中国,陕西,535,3,509,1,,,,,1,1,0,,0,0,2021-01-26T09:01:47Z,2021-01
2021,01.26,中国,陕西,535,3,509,0,,,,,0,0,0,,0,0,2021-01-27T01:36:11Z,2021-01
2021,01.27,中国,陕西,536,3,510,1,,,,,1,1,0,,0,0,2021-01-28T01:15:40Z,2021-01
2021,01.28,中国,陕西,536,3,511,0,,,,,0,1,0,,0,0,2021-01-29T01:26:57Z,2021-01
2021,01.29,中国,陕西,537,3,511,1,,,,,1,0,0,,0,0,2021-01-30T03:42:38Z,2021-01
2021,01.30,中国,陕西,539,3,511,2,,,,,2,0,0,,0,0,2021-01-31T04:55:36Z,2021-01
2021,01.31,中国,陕西,539,3,511,0,,,,,0,0,0,,0,0,2021-02-01T01:39:23Z,2021-01
2021,02.01,中国,陕西,540,3,512,1,,,,,1,1,0,,0,0,2021-02-02T03:31:36Z,2021-02
2021,02.02,中国,陕西,541,3,513,1,,,,,1,1,0,,0,0,2021-02-03T03:58:10Z,2021-02
2021,02.03,中国,陕西,541,3,515,0,,,,,0,2,0,,0,0,2021-02-04T02:08:59Z,2021-02
2021,02.04,中国,陕西,541,3,516,0,,,,,0,1,0,,0,0,2021-02-05T00:55:22Z,2021-02
2021,02.05,中国,陕西,542,3,516,1,,,,,1,0,0,,0,0,2021-02-06T01:37:27Z,2021-02
2021,02.06,中国,陕西,542,3,517,0,,,,,0,1,0,,0,0,2021-02-07T06:44:09Z,2021-02
2021,02.07,中国,陕西,542,3,517,0,,,,,0,0,0,,0,0,2021-02-07T06:44:09Z,2021-02
2021,02.08,中国,陕西,542,3,519,0,,,,,0,2,0,,0,0,2021-02-09T01:19:24Z,2021-02
2021,02.09,中国,陕西,543,3,524,1,,,,,1,5,0,,0,0,2021-02-10T01:33:02Z,2021-02
2021,02.10,中国,陕西,543,3,529,0,,,,,0,5,0,,0,0,2021-02-11T01:31:50Z,2021-02
2021,02.11,中国,陕西,543,3,529,0,,,,,0,0,0,,0,0,2021-02-11T01:31:50Z,2021-02
2021,02.12,中国,陕西,543,3,530,0,,,,,0,1,0,,0,0,2021-02-13T05:31:00Z,2021-02
2021,02.13,中国,陕西,544,3,531,1,,,,,1,1,0,,0,0,2021-02-14T04:55:40Z,2021-02
2021,02.14,中国,陕西,545,3,531,1,,,,,1,0,0,,0,0,2021-02-15T02:43:23Z,2021-02
2021,02.15,中国,陕西,547,3,531,2,,,,,2,0,0,,0,0,2021-02-16T02:32:51Z,2021-02
2021,02.16,中国,陕西,547,3,531,0,,,,,0,0,0,,0,0,2021-02-17T02:20:25Z,2021-02
2021,02.17,中国,陕西,547,3,532,0,,,,,0,1,0,,0,0,2021-02-18T01:18:27Z,2021-02
2021,02.18,中国,陕西,547,3,534,0,,,,,0,2,0,,0,0,2021-02-19T01:36:50Z,2021-02
2021,02.19,中国,陕西,547,3,534,0,,,,,0,0,0,,0,0,2021-02-19T01:36:50Z,2021-02
2021,02.20,中国,陕西,547,3,534,0,,,,,0,0,0,,0,0,2021-02-21T03:04:05Z,2021-02
2021,02.21,中国,陕西,547,3,534,0,,,,,0,0,0,,0,0,2021-02-21T03:04:05Z,2021-02
2021,02.22,中国,陕西,547,3,536,0,,,,,0,2,0,,0,0,2021-02-23T01:18:31Z,2021-02
2021,02.23,中国,陕西,549,3,536,2,,,,,2,0,0,,0,0,2021-02-24T03:39:35Z,2021-02
2021,02.24,中国,陕西,549,3,536,0,,,,,0,0,0,,0,0,2021-02-25T07:04:34Z,2021-02
2021,02.25,中国,陕西,549,3,539,0,,,,,0,3,0,,0,0,2021-02-26T01:46:04Z,2021-02
2021,02.26,中国,陕西,551,3,539,2,,,,,2,0,0,,0,0,2021-02-27T03:37:54Z,2021-02
2021,02.27,中国,陕西,551,3,540,0,,,,,0,1,0,,0,0,2021-02-28T01:54:15Z,2021-02
2021,02.28,中国,陕西,551,3,541,0,,,,,0,1,0,,0,0,2021-03-01T02:07:26Z,2021-02
2021,03.01,中国,陕西,552,3,542,1,,,,,1,1,0,,0,0,2021-03-02T02:40:53Z,2021-03
2021,03.02,中国,陕西,553,3,542,1,,,,,1,0,0,,0,0,2021-03-03T02:29:36Z,2021-03
2021,03.03,中国,陕西,553,3,542,1,,,,,1,0,0,,0,0,2021-03-03T02:29:36Z,2021-03
2021,03.04,中国,陕西,553,3,542,0,,,,,0,0,0,,0,0,2021-03-06T03:19:10Z,2021-03
2021,03.05,中国,陕西,555,3,542,2,,,,,2,0,0,,0,0,2021-03-06T03:19:19Z,2021-03
2021,03.06,中国,陕西,555,3,544,0,,,,,0,2,0,,0,0,2021-03-07T08:33:55Z,2021-03
2021,03.07,中国,陕西,557,3,545,2,,,,,2,1,0,,0,0,2021-03-08T03:08:37Z,2021-03
2021,03.08,中国,陕西,557,3,545,0,,,,,0,0,0,,0,0,2021-03-09T02:23:46Z,2021-03
2021,03.09,中国,陕西,558,3,546,1,,,,,1,1,0,,0,0,2021-03-10T03:26:39Z,2021-03
2021,03.10,中国,陕西,558,3,546,0,,,,,0,0,0,,0,0,2021-03-11T03:31:04Z,2021-03
2021,03.11,中国,陕西,559,3,546,1,,,,,1,0,0,,0,0,2021-03-12T01:49:04Z,2021-03
2021,03.12,中国,陕西,559,3,547,0,,,,,0,1,0,,0,0,2021-03-13T03:54:23Z,2021-03
2021,03.13,中国,陕西,560,3,548,1,,,,,1,1,0,,0,0,2021-03-14T03:39:27Z,2021-03
2021,03.14,中国,陕西,561,3,548,1,,,,,1,0,0,,0,0,2021-03-15T03:21:45Z,2021-03
2021,03.15,中国,陕西,561,3,548,0,,,,,0,0,0,,0,0,2021-03-16T01:32:19Z,2021-03
2021,03.16,中国,陕西,561,3,549,0,,,,,0,1,0,,0,0,2021-03-17T02:16:42Z,2021-03
2021,03.17,中国,陕西,561,3,549,0,,,,,0,0,0,,0,0,2021-03-17T02:16:42Z,2021-03
2021,03.18,中国,陕西,562,3,549,1,,,,,1,0,0,,0,0,2021-03-18T07:29:54Z,2021-03
2021,03.19,中国,陕西,562,3,549,0,,,,,0,0,0,,0,0,2021-03-21T02:38:34Z,2021-03
2021,03.20,中国,陕西,562,3,550,0,,,,,0,1,0,,0,0,2021-03-21T02:39:55Z,2021-03
2021,03.21,中国,陕西,562,3,550,0,,,,,0,0,0,,0,0,2021-03-21T02:39:26Z,2021-03
2021,03.22,中国,陕西,564,3,550,2,,,,,2,0,0,,0,0,2021-03-23T02:14:03Z,2021-03
2021,03.23,中国,陕西,564,3,550,0,,,,,0,0,0,,0,0,2021-03-24T01:45:04Z,2021-03
2021,03.24,中国,陕西,564,3,550,0,,,,,0,0,0,,0,0,2021-03-24T01:45:04Z,2021-03
2021,03.25,中国,陕西,565,3,550,1,,,,,1,0,0,,0,0,2021-03-26T02:16:17Z,2021-03
2021,03.26,中国,陕西,565,3,551,0,,,,,0,1,0,,0,0,2021-03-27T03:47:01Z,2021-03
2021,03.27,中国,陕西,566,3,551,1,,,,,1,0,0,,0,0,2021-03-28T01:58:22Z,2021-03
2021,03.28,中国,陕西,566,3,551,0,,,,,0,0,0,,0,0,2021-03-29T07:46:45Z,2021-03
2021,03.29,中国,陕西,566,3,553,0,,,,,0,2,0,,0,0,2021-03-30T01:13:44Z,2021-03
2021,03.30,中国,陕西,567,3,553,1,,,,,1,0,0,,0,0,2021-03-31T01:30:15Z,2021-03
2021,03.31,中国,陕西,567,3,553,1,,,,,1,0,0,,0,0,2021-03-31T01:30:14Z,2021-03
2021,04.01,中国,陕西,568,3,554,1,,,,,1,1,0,,0,0,2021-04-02T07:18:46Z,2021-04
2021,04.02,中国,陕西,568,3,555,0,,,,,0,1,0,,0,0,2021-04-03T02:21:41Z,2021-04
2021,04.03,中国,陕西,568,3,555,0,,,,,0,0,0,,0,0,2021-04-03T02:21:41Z,2021-04
2021,04.04,中国,陕西,572,3,555,4,,,,,4,0,0,,0,0,2021-04-05T02:48:16Z,2021-04
2021,04.05,中国,陕西,572,3,558,0,,,,,0,3,0,,0,0,2021-04-06T02:13:02Z,2021-04
2021,04.06,中国,陕西,572,3,559,0,,,,,0,1,0,,0,0,2021-04-07T02:09:21Z,2021-04
2021,04.07,中国,陕西,573,3,560,1,,,,,1,1,0,,0,0,2021-04-08T01:34:28Z,2021-04
2021,04.08,中国,陕西,575,3,560,2,,,,,2,0,0,,0,0,2021-04-09T03:00:26Z,2021-04
2021,04.09,中国,陕西,576,3,561,1,,,,,1,1,0,,0,0,2021-04-10T07:45:04Z,2021-04
2021,04.10,中国,陕西,576,3,561,0,,,,,0,0,0,,0,0,2021-04-11T09:13:51Z,2021-04
2021,04.11,中国,陕西,578,3,561,2,,,,,2,0,0,,0,0,2021-04-12T01:21:13Z,2021-04
2021,04.12,中国,陕西,578,3,561,0,,,,,0,0,0,,0,0,2021-04-13T08:07:08Z,2021-04
2021,04.13,中国,陕西,578,3,561,0,,,,,0,0,0,,0,0,2021-04-13T08:07:08Z,2021-04
2021,04.14,中国,陕西,578,3,562,0,,,,,0,1,0,,0,0,2021-04-15T02:50:26Z,2021-04
2021,04.15,中国,陕西,579,3,562,1,,,,,1,0,0,,0,0,2021-04-16T02:35:46Z,2021-04
2021,04.16,中国,陕西,581,3,562,2,,,,,2,0,0,,0,0,2021-04-17T03:14:12Z,2021-04
2021,04.17,中国,陕西,585,3,563,4,,,,,4,1,0,,0,0,2021-04-18T07:15:51Z,2021-04
2021,04.18,中国,陕西,586,3,565,1,,,,,1,2,0,,0,0,2021-04-19T08:54:13Z,2021-04
2021,04.19,中国,陕西,587,3,565,1,,,,,1,0,0,,0,0,2021-04-20T02:14:29Z,2021-04
2021,04.20,中国,陕西,587,3,567,0,,,,,0,2,0,,0,0,2021-04-21T01:39:17Z,2021-04
2021,04.21,中国,陕西,587,3,568,0,,,,,0,1,0,,0,0,2021-04-22T01:32:07Z,2021-04
2021,04.22,中国,陕西,587,3,568,0,,,,,0,0,0,,0,0,2021-04-22T01:32:07Z,2021-04
2021,04.23,中国,陕西,588,3,569,1,,,,,1,1,0,,0,0,2021-04-24T09:02:10Z,2021-04
2021,04.24,中国,陕西,588,3,569,0,,,,,0,0,0,,0,0,2021-04-25T06:56:57Z,2021-04
2021,04.25,中国,陕西,589,3,569,1,,,,,1,0,0,,0,0,2021-04-26T01:56:08Z,2021-04
2021,04.26,中国,陕西,589,3,569,0,,,,,0,0,0,,0,0,2021-04-28T01:25:07Z,2021-04
2021,04.27,中国,陕西,590,3,570,1,,,,,1,1,0,,0,0,2021-04-28T06:41:22Z,2021-04
2021,04.28,中国,陕西,590,3,570,0,,,,,0,0,0,,0,0,2021-04-29T01:08:56Z,2021-04
2021,04.29,中国,陕西,590,3,570,0,,,,,0,0,0,,0,0,2021-04-29T01:08:56Z,2021-04
2021,04.30,中国,陕西,590,3,572,0,,,,,0,2,0,,0,0,2021-05-01T04:46:07Z,2021-04
2021,05.01,中国,陕西,590,3,574,0,,,,,0,2,0,,0,0,2021-05-02T01:40:56Z,2021-05
2021,05.02,中国,陕西,590,3,576,0,,,,,0,2,0,,0,0,2021-05-03T05:07:09Z,2021-05
2021,05.03,中国,陕西,590,3,577,0,,,,,0,1,0,,0,0,2021-05-04T07:34:44Z,2021-05
2021,05.04,中国,陕西,590,3,578,0,,,,,0,1,0,,0,0,2021-05-05T01:45:13Z,2021-05
2021,05.05,中国,陕西,590,3,579,0,,,,,0,1,0,,0,0,2021-05-06T01:15:29Z,2021-05
2021,05.06,中国,陕西,591,3,582,1,,,,,1,3,0,,0,0,2021-05-07T07:04:51Z,2021-05
2021,05.07,中国,陕西,592,3,583,1,,,,,1,1,0,,0,0,2021-05-08T03:27:21Z,2021-05
2021,05.08,中国,陕西,592,3,584,0,,,,,0,1,0,,0,0,2021-05-09T01:45:52Z,2021-05
2021,05.09,中国,陕西,594,3,584,2,,,,,2,0,0,,0,0,2021-05-10T01:37:54Z,2021-05
2021,05.10,中国,陕西,595,3,584,1,,,,,1,0,0,,0,0,2021-05-11T07:04:08Z,2021-05
2021,05.11,中国,陕西,596,3,584,1,,,,,1,0,0,,0,0,2021-05-12T01:51:51Z,2021-05
2021,05.12,中国,陕西,597,3,584,1,,,,,1,0,0,,0,0,2021-05-13T06:54:47Z,2021-05
2021,05.13,中国,陕西,597,3,584,0,,,,,0,0,0,,0,0,2021-05-14T01:58:06Z,2021-05
2021,05.14,中国,陕西,599,3,584,2,,,,,2,0,0,,0,0,2021-05-15T02:01:30Z,2021-05
2021,05.15,中国,陕西,600,3,585,1,,,,,1,1,0,,0,0,2021-05-16T09:23:57Z,2021-05
2021,05.16,中国,陕西,600,3,586,0,,,,,0,1,0,,0,0,2021-05-17T08:17:02Z,2021-05
2021,05.17,中国,陕西,606,3,589,6,,,,,6,3,0,,0,0,2021-05-18T08:25:04Z,2021-05
2021,05.18,中国,陕西,608,3,590,2,,,,,2,1,0,,0,0,2021-05-19T07:41:28Z,2021-05
2021,05.19,中国,陕西,609,3,590,1,,,,,1,0,0,,0,0,2021-05-20T01:39:37Z,2021-05
2021,05.20,中国,陕西,609,3,591,0,,,,,0,1,0,,0,0,2021-05-21T04:08:15Z,2021-05
2021,05.21,中国,陕西,609,3,592,0,,,,,0,1,0,,0,0,2021-05-22T02:10:16Z,2021-05
2021,05.22,中国,陕西,609,3,592,0,,,,,0,0,0,,0,0,2021-05-22T02:10:16Z,2021-05
2021,05.23,中国,陕西,611,3,592,2,,,,,2,0,0,,0,0,2021-05-24T01:57:39Z,2021-05
2021,05.24,中国,陕西,612,3,592,1,,,,,1,0,0,,0,0,2021-05-25T01:51:34Z,2021-05
2021,05.25,中国,陕西,613,3,592,1,,,,,1,0,0,,0,0,2021-05-26T02:17:24Z,2021-05
2021,05.26,中国,陕西,613,3,592,0,,,,,0,0,0,,0,0,2021-05-28T01:15:36Z,2021-05
2021,05.27,中国,陕西,613,3,592,0,,,,,0,0,0,,0,0,2021-05-28T01:15:36Z,2021-05
2021,05.28,中国,陕西,615,3,592,2,,,,,2,0,0,,0,0,2021-05-29T01:41:34Z,2021-05
2021,05.29,中国,陕西,616,3,592,1,,,,,1,0,0,,0,0,2021-05-30T01:32:47Z,2021-05
2021,05.30,中国,陕西,616,3,594,0,,,,,0,2,0,,0,0,2021-05-31T01:47:51Z,2021-05
2021,05.31,中国,陕西,616,3,596,0,,,,,0,2,0,,0,0,2021-06-01T08:45:56Z,2021-05
2021,06.01,中国,陕西,616,3,596,0,,,,,0,0,0,,0,0,2021-06-01T08:45:56Z,2021-06
2021,06.02,中国,陕西,616,3,596,0,,,,,0,0,0,,0,0,2021-06-03T01:41:07Z,2021-06
2021,06.03,中国,陕西,617,3,596,1,,,,,1,0,0,,0,0,2021-06-04T02:40:13Z,2021-06
2021,06.04,中国,陕西,617,3,596,0,,,,,0,0,0,,0,0,2021-06-05T10:11:30Z,2021-06
2021,06.05,中国,陕西,618,3,598,1,,,,,1,2,0,,0,0,2021-06-06T06:44:19Z,2021-06
2021,06.06,中国,陕西,618,3,599,0,,,,,0,1,0,,0,0,2021-06-07T01:34:52Z,2021-06
2021,06.07,中国,陕西,618,3,600,0,,,,,0,1,0,,0,0,2021-06-08T06:34:04Z,2021-06
2021,06.08,中国,陕西,618,3,600,0,,,,,0,0,0,,0,0,2021-06-08T06:34:04Z,2021-06
2021,06.09,中国,陕西,620,3,601,2,,,,,2,1,0,,0,0,2021-06-10T08:35:32Z,2021-06
2021,06.10,中国,陕西,620,3,601,0,,,,,0,0,0,,0,0,2021-06-11T02:29:00Z,2021-06
2021,06.11,中国,陕西,621,3,601,1,,,,,1,0,0,,0,0,2021-06-12T01:40:48Z,2021-06
2021,06.12,中国,陕西,622,3,602,1,,,,,1,1,0,,0,0,2021-06-13T09:38:23Z,2021-06
2021,06.13,中国,陕西,622,3,602,0,,,,,0,0,0,,0,0,2021-06-14T13:52:15Z,2021-06
2021,06.14,中国,陕西,622,3,602,0,,,,,0,0,0,,0,0,2021-06-14T13:52:15Z,2021-06
2021,06.15,中国,陕西,622,3,603,0,,,,,0,1,0,,0,0,2021-06-16T06:46:57Z,2021-06
2021,06.16,中国,陕西,622,3,604,0,,,,,0,1,0,,0,0,2021-06-17T07:10:07Z,2021-06
2021,06.17,中国,陕西,622,3,604,0,,,,,0,0,0,,0,0,2021-06-17T07:10:07Z,2021-06
2021,06.18,中国,陕西,624,3,604,2,,,,,2,0,0,,0,0,2021-06-19T02:14:41Z,2021-06
2021,06.19,中国,陕西,624,3,604,0,,,,,0,0,0,,0,0,2021-06-20T02:08:28Z,2021-06
2021,06.20,中国,陕西,624,3,606,0,,,,,0,2,0,,0,0,2021-06-21T02:37:30Z,2021-06
2021,06.21,中国,陕西,624,3,608,0,,,,,0,2,0,,0,0,2021-06-22T01:24:06Z,2021-06
2021,06.22,中国,陕西,624,3,609,0,,,,,0,1,0,,0,0,2021-06-23T01:40:49Z,2021-06
2021,06.23,中国,陕西,624,3,609,0,,,,,0,0,0,,0,0,2021-06-23T01:40:49Z,2021-06
2021,06.24,中国,陕西,624,3,610,0,,,,,0,1,0,,0,0,2021-06-25T01:54:29Z,2021-06
2021,06.25,中国,陕西,624,3,617,0,,,,,0,7,0,,0,0,2021-06-26T02:12:00Z,2021-06
2021,06.26,中国,陕西,624,3,617,0,,,,,0,0,0,,0,0,2021-07-05T01:53:11Z,2021-06
2021,06.27,中国,陕西,624,3,618,0,,,,,0,1,0,,0,0,2021-07-05T01:53:11Z,2021-06
2021,06.28,中国,陕西,626,3,618,2,,,,,2,0,0,,0,0,2021-07-05T01:53:11Z,2021-06
2021,06.29,中国,陕西,626,3,618,0,,,,,0,0,0,,0,0,2021-07-05T01:53:11Z,2021-06
2021,06.30,中国,陕西,627,3,618,1,,,,,1,0,0,,0,0,2021-07-05T01:53:11Z,2021-06
2021,07.01,中国,陕西,627,3,618,0,,,,,0,0,0,,0,0,2021-07-05T01:53:11Z,2021-07
2021,07.02,中国,陕西,628,3,619,1,,,,,1,1,0,,0,0,2021-07-05T01:53:11Z,2021-07
2021,07.03,中国,陕西,628,3,619,0,,,,,0,0,0,,0,0,2021-07-05T01:53:11Z,2021-07
2021,07.04,中国,陕西,629,3,619,1,,,,,1,0,0,,0,0,2021-07-05T01:53:11Z,2021-07
2021,07.05,中国,陕西,629,3,619,0,,,,,0,0,0,,0,0,2021-07-06T02:24:45Z,2021-07
2021,07.06,中国,陕西,631,3,620,2,,,,,2,1,0,,0,0,2021-07-07T06:59:09Z,2021-07
2021,07.07,中国,陕西,631,3,620,2,,,,,2,0,0,,0,0,2021-07-07T06:59:09Z,2021-07
2021,07.08,中国,陕西,631,3,621,0,,,,,0,1,0,,0,0,2021-07-09T02:52:25Z,2021-07
2021,07.09,中国,陕西,634,3,621,3,,,,,3,0,0,,0,0,2021-07-10T01:56:12Z,2021-07
2021,07.10,中国,陕西,635,3,621,1,,,,,1,0,0,,1,1,2021-07-11T09:24:46Z,2021-07
2021,07.11,中国,陕西,635,3,621,0,,,,,0,0,0,,0,0,2021-07-16T07:36:53Z,2021-07
2021,07.12,中国,陕西,636,3,621,1,,,,,1,0,0,,0,0,2021-07-13T08:10:17Z,2021-07
2021,07.13,中国,陕西,637,3,621,1,,,,,1,0,0,,0,0,2021-07-14T09:09:31Z,2021-07
2021,07.14,中国,陕西,637,3,621,0,,,,,0,0,0,,0,0,2021-07-15T08:42:53Z,2021-07
2021,07.15,中国,陕西,638,3,624,1,,,,,1,3,0,,0,0,2021-07-16T07:36:53Z,2021-07
2021,07.16,中国,陕西,640,3,624,2,,,,,2,0,0,,0,0,2021-07-17T03:01:36Z,2021-07
2021,07.17,中国,陕西,642,3,624,2,,,,,2,0,0,,1,0,2021-07-18T02:39:41Z,2021-07
2021,07.18,中国,陕西,645,3,625,3,,,,,3,1,0,,1,0,2021-07-19T10:00:55Z,2021-07
2021,07.19,中国,陕西,645,3,627,0,,,,,0,2,0,,1,0,2021-07-20T02:21:14Z,2021-07
2021,07.20,中国,陕西,651,3,627,6,,,,,6,0,0,,1,0,2021-07-21T01:50:41Z,2021-07
2021,07.21,中国,陕西,653,3,627,2,,,,,2,0,0,,1,0,2021-07-22T02:14:32Z,2021-07
2021,07.22,中国,陕西,655,3,627,2,,,,,2,0,0,,1,0,2021-07-23T02:27:42Z,2021-07
2021,07.23,中国,陕西,655,3,628,0,,,,,0,1,0,,1,0,2021-07-24T02:35:47Z,2021-07
2021,07.24,中国,陕西,655,3,628,0,,,,,0,0,0,,1,0,2021-07-24T02:35:47Z,2021-07
2021,07.25,中国,陕西,655,3,628,0,,,,,0,0,0,,1,0,2021-07-25T07:05:00Z,2021-07
2021,07.26,中国,陕西,655,3,628,0,,,,,0,0,0,,1,0,2021-07-26T09:07:43Z,2021-07
2021,07.27,中国,陕西,656,3,628,1,,,,,1,0,0,,1,0,2021-07-28T02:43:04Z,2021-07
2021,07.28,中国,陕西,656,3,629,0,,,,,0,1,0,,1,0,2021-07-29T03:23:13Z,2021-07
2021,07.29,中国,陕西,656,3,630,0,,,,,0,1,0,,1,0,2021-07-30T02:30:29Z,2021-07
2021,07.30,中国,陕西,656,3,631,0,,,,,0,1,0,,1,0,2021-07-31T00:52:39Z,2021-07
2021,07.31,中国,陕西,656,3,632,0,,,,,0,1,0,,1,0,2021-08-01T00:44:55Z,2021-07
2021,08.01,中国,陕西,659,3,632,3,,,,,3,0,0,,1,0,2021-08-02T02:48:32Z,2021-08
2021,08.02,中国,陕西,661,3,633,2,,,,,2,1,0,,1,0,2021-08-03T05:49:19Z,2021-08
2021,08.03,中国,陕西,661,3,633,0,,,,,0,0,0,,1,0,2021-08-04T09:43:56Z,2021-08
2021,08.04,中国,陕西,661,3,633,0,,,,,0,0,0,,1,0,2021-08-06T02:47:02Z,2021-08
2021,08.05,中国,陕西,663,3,635,2,,,,,2,2,0,,1,0,2021-08-06T02:47:02Z,2021-08
2021,08.06,中国,陕西,663,3,635,0,,,,,0,0,0,,1,0,2021-08-07T06:41:55Z,2021-08
2021,08.07,中国,陕西,663,3,636,0,,,,,0,1,0,,0,0,2021-08-08T02:49:45Z,2021-08
2021,08.08,中国,陕西,664,3,636,1,,,,,1,0,0,,0,0,2021-08-09T01:51:12Z,2021-08
2021,08.09,中国,陕西,665,3,638,1,,,,,1,2,0,,0,0,2021-08-10T06:16:23Z,2021-08
2021,08.10,中国,陕西,665,3,638,0,,,,,0,0,0,,0,0,2021-08-11T10:23:01Z,2021-08
2021,08.11,中国,陕西,665,3,639,0,,,,,0,1,0,,0,0,2021-08-12T01:46:52Z,2021-08
2021,08.12,中国,陕西,666,3,639,1,,,,,1,0,0,,0,0,2021-08-13T02:15:47Z,2021-08
2021,08.13,中国,陕西,667,3,641,1,,,,,1,2,0,,0,0,2021-08-14T06:11:06Z,2021-08
2021,08.14,中国,陕西,667,3,641,0,,,,,0,0,0,,0,0,2021-08-15T00:42:03Z,2021-08
2021,08.14,中国,陕西,667,3,641,0,,,,,0,0,0,,0,0,2021-08-15T00:42:03Z,2021-08
2021,08.15,中国,陕西,667,3,641,0,,,,,0,0,0,,0,0,2021-08-16T05:49:11Z,2021-08
2021,08.16,中国,陕西,668,3,645,1,,,,,1,4,0,,0,0,2021-08-17T01:35:25Z,2021-08
2021,08.17,中国,陕西,668,3,646,0,,,,,0,1,0,,0,0,2021-08-18T01:39:25Z,2021-08
2021,08.18,中国,陕西,668,3,650,0,,,,,0,4,0,,0,0,2021-08-19T02:24:39Z,2021-08
2021,08.19,中国,陕西,668,3,654,0,,,,,0,4,0,,0,0,2021-08-20T01:21:40Z,2021-08
2021,08.20,中国,陕西,668,3,656,0,,,,,0,2,0,,0,0,2021-08-21T03:13:00Z,2021-08
2021,08.21,中国,陕西,668,3,656,0,,,,,0,0,0,,0,0,2021-08-21T03:13:00Z,2021-08
2021,08.22,中国,陕西,668,3,657,0,,,,,0,1,0,,0,0,2021-08-23T01:42:51Z,2021-08
2021,08.23,中国,陕西,669,3,658,1,,,,,1,1,0,,0,0,2021-08-24T02:51:45Z,2021-08
2021,08.24,中国,陕西,669,3,658,0,,,,,0,0,0,,0,0,2021-08-25T01:35:50Z,2021-08
2021,08.25,中国,陕西,669,3,658,0,,,,,0,0,0,,0,0,2021-08-25T01:35:49Z,2021-08
2021,08.26,中国,陕西,669,3,658,0,,,,,0,0,0,,0,0,2021-08-26T01:36:20Z,2021-08
2021,08.27,中国,陕西,669,3,658,0,,,,,0,0,0,,0,0,2021-08-27T01:36:58Z,2021-08
2021,08.28,中国,陕西,669,3,659,0,,,,,0,1,0,,0,0,2021-08-29T01:49:43Z,2021-08
2021,08.29,中国,陕西,669,3,660,0,,,,,0,1,0,,0,0,2021-08-30T02:02:11Z,2021-08
